Specimen Number,Species ID,Group,Family,Scientific Name,Common Name,Country,State,County,Locality,Latitude,Longitude,Source,Accuracy,Drainage Name,HUC 8 Number,Year,Month,Day,Status,Comments,record_type,disposal,Museum_Cat_No,fresh_marine_intro,Reference 1,Type 1,Date 1,Author 1,Title 1,Publisher 1,Location 1,Reference 2,Type 2,Date 2,Author 2,Title 2,Publisher 2,Location 2,Reference 3,Type 3,Date 3,Author 3,Title 3,Publisher 3,Location 3,Reference 4,Type 4,Date 4,Author 4,Title 4,Publisher 4,Location 4,Reference 5,Type 5,Date 5,Author 5,Title 5,Publisher 5,Location 5,Reference 6,Type 6,Date 6,Author 6,Title 6,Publisher 6,Location 6
935249,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Broward,"Coral Springs, canal appx 210 m N of W Atlantic blvd and Harbor Inn Pl",26.24353,-80.26274,reported,Accurate,Florida Southeast Coast,3090206,2009,3,8,established,Several egg masses and live snails,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935239,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Broward,"Coconut Creek, Canal at 271 NW 42nd Ave",26.23376,-80.18033,reported,Accurate,Florida Southeast Coast,3090206,2008,7,22,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935221,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Broward,"Hillsboro Canal, Park near corner of NW 7th Pl & NW 41st Terrace",26.32768,-80.161,reported,Accurate,Florida Southeast Coast,3090206,2008,5,22,established,Numerous egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935222,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Broward,"Hillsboro Canal, Canal appx 190 m W of Powerline Rd between Hillsboro Canal and Hillsboro blvd",26.3229,-80.15509,reported,Accurate,Florida Southeast Coast,3090206,2008,5,22,established,Numerous snails and egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935203,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Broward,"Hillsboro Canal, Vicinity of 3433 Deer Creek Palladian Cr",26.32761,-80.15244,reported,Accurate,Florida Southeast Coast,3090206,2008,3,12,established,Very abundant egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935188,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Charlotte,"Babcock Ranch, Cypress strand appx 2.25 km S of Bermont Rd and 1.1 km E of Hwy 31",26.92525,-81.74978,reported,Accurate,Caloosahatchee,3090205,2007,7,11,established,Several empty shells,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935333,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Charlotte,"Port Charlotte, ponds on Kings Hwy between Midway Blvd and Westchester Blvd",26.98585,-82.06201,reported,Accurate,Peace,3100101,2011,3,6,established,Numerous,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935165,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Charlotte,"Babcock Ranch, Cypress dome near Hwy 31 adjacent to Cecil Webb Wildlife Management Area",26.85144,-81.75712,reported,Accurate,Caloosahatchee,3090205,2006,10,26,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935090,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Citrus,"Withlacoochee River, Downstream of SR 48 near Floral City",28.74863,-82.21273,reported,Accurate,Withlacoochee,3100208,2005,11,3,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935323,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Citrus,"Lake Bellamy, NW shore",28.9343,-82.37447,reported,Accurate,Withlacoochee,3100208,2010,9,9,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935324,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Citrus,"Tsala Apopka Lake, Floral City Pool boat ramp on E Orange Ave",28.75098,-82.2805,reported,Accurate,Withlacoochee,3100208,2010,9,9,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935325,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Citrus,"Tsala Apopka Lake, canal between Hicks Lake and Tussock Lake",28.78769,-82.27673,reported,Accurate,Withlacoochee,3100208,2010,9,9,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935317,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Citrus,"Tsala Apopka Lake, Floral City Pool vicinity of Kabrich Rd and US-41",28.76606,-82.29132,reported,Accurate,Withlacoochee,3100208,2010,7,1,established,Several shells and egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935318,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Citrus,"Three Sisters Canal, Crystal River, E of spring run entrance",28.88775,-82.58762,reported,Accurate,Crystal-Pithlachascotee,3100207,2010,7,1,established,180+ egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935297,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Citrus,Withlacoochee River,28.77418,-82.20035,reported,Accurate,Withlacoochee,3100208,2009,9,9,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934913,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Citrus,"Lesly Heffner Canal, Unspecified location",28.75402,-82.23022,reported,Accurate,Withlacoochee,3100208,2005,4,23,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934901,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"Collier County, Agricultural Ditches",26.04167,-81.64167,reported,Accurate,Big Cypress Swamp,3090204,2004,7,21,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749806,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,canal at Collier Blvd and Bucks Run Dr,26.24766,-81.68791,reported,Accurate,Big Cypress Swamp,3090204,2014,10,24,established,"EDDMapS Record ID = 4102720. ""Abundance in canal north and into the canal along Immokalee Rd. Not seen due south of here.""",Literature,,,Freshwater,24369,Database,2018,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263619,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"Tamiami Canal, from Royal Palm Hammock to the Faka Union Canal, ~13 miles SE of Naples",25.972841,-81.550312,Map derived,Accurate,Big Cypress Swamp,3090204,2009,9,17,established,,Personal communication,,,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162666,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,a drainage ditch off of Tamiami Canal,25.877043,-81.233409,GNIS,Approximate,Big Cypress Swamp,3090204,2004,11,30,established,"Actual date of when the specimen was collected is unknown, used the date when this record was entered in the database.",Specimen,preserved dry,UF 301525,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162663,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"canal along Tamiami Trail, 10 mi E of Naples",26.154282,-81.683178,Map derived,Approximate,Big Cypress Swamp,3090204,1996,2,15,established,,Specimen,preserved dry,UF 254749,Freshwater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935314,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"Big Cypress National Preserve, Bear Island Grade appx 2.75 km E of SR-29",26.21741,-81.31732,reported,Accurate,Big Cypress Swamp,3090204,2010,6,29,established,3 egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935321,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"Big Cypress National Preserve, Bear Island Grade appx 4.1 km E of SR-29",26.21507,-81.30422,reported,Accurate,Big Cypress Swamp,3090204,2010,9,6,established,3 egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935179,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"Collier County, Canal next Hwy 29 appx. 5.4 km N of I75",26.20318,-81.34595,reported,Accurate,Big Cypress Swamp,3090204,2007,5,9,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935200,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"Turner River, Bridge at US 41",25.89096,-81.27,reported,Accurate,Big Cypress Swamp,3090204,2008,1,23,established,Egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935343,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"Big Cypress National Preserve, Bear Island Grade appx 4.1 km E of SR-29",26.21507,-81.30422,reported,Accurate,Big Cypress Swamp,3090204,2011,8,25,established,21 egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935345,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Collier,"Big Cypress National Preserve, Bear Island Grade appx 4.1 km E of SR-29",26.21507,-81.30422,reported,Accurate,Big Cypress Swamp,3090204,2011,9,20,established,3 egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935256,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Columbia,"Alligator Lake, Columbia County, Unspecified location",30.16631,-82.62739,reported,Accurate,Santa Fe,3110206,2009,6,4,established,100 + egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935197,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Duval,"Arlington Park Cemetery Lake, North end of lake",30.33464,-81.58451,reported,Accurate,Lower St. Johns,3080103,2007,11,7,established,3 egg masses,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935173,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Duval,"Pope Duval FMA, Pope Duval FMA West Pond (north of road)",30.30496,-81.92304,reported,Accurate,St. Marys,3070204,2007,4,24,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935174,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Duval,"Pope Duval FMA, Pope Duval FMA West Pond (south of road)",30.3034,-81.92291,reported,Accurate,St. Marys,3070204,2007,4,25,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935175,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Duval,"Pope Duval FMA, Pope Duval FMA West Pond (north of road)",30.30496,-81.92304,reported,Accurate,St. Marys,3070204,2007,4,25,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935177,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Duval,"South pond, St. Augustine Road FMA, unspecified location",30.26775,-81.63817,reported,Accurate,Lower St. Johns,3080103,2007,5,2,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935178,2633,Mollusks-Gastropods,Ampullariidae,Pomacea maculata,giant applesnail,United States of America,FL,Duval,"Pope Duval FMA, Pope Duval FMA drainage canal between East and West ponds",30.30523,-81.91663,reported,Accurate,St. Marys,3070204,2007,5,4,established,Not reported,Literature,,,Freshwater,28234,Database,2015,Florida Fish and Wildlife Conservation Commission,"Applesnail occurrences in Florida (<em>Pomacea sp.</em>), 1962-2015.",Florida Fish and Wildlife Conservation Commission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
